7.548,4.4025,4.9284,6.0811,3.841,-0.96489,-1.4696,-1.4065,0.086598,0.35058,0.68959,0.11534,1
6.7766,0.83558,5.6174,7.819,3.2507,-1.2376,-1.1254,-0.88775,0.32942,0.24447,0.21477,0.33553,1
8.2011,2.995,3.5617,3.9241,3.9661,-1.2226,-1.9774,-0.76608,0.24451,0.37036,0.083542,0.96264,1
0.54385,2.0916,4.3666,3.6693,4.1112,-1.5076,-0.78467,-1.819,0.28026,0.84498,0.2208,0.57532,1
4.0587,9.8113,9.66,0.89284,4.6199,-1.69,-1.0059,-1.924,0.31257,0.2644,0.23414,0.21461,1
2.682,6.3719,1.394,5.6803,4.0336,-1.9072,-1.0885,-1.0379,0.58271,0.91411,0.75301,0.1901,-1
3.6357,6.1782,6.5848,1.1144,3.903,-1.5169,-0.55035,-1.8358,0.98363,0.080107,0.12085,0.33387,1
2.7067,0.84917,9.0749,1.6385,2.7813,-1.2837,-0.68711,-0.81049,0.80979,0.93133,0.22929,0.88314,1
3.017,6.3511,2.2937,2.3543,4.3378,-1.1287,-1.5262,-1.6828,0.50786,0.64487,0.96182,0.43788,-1
5.6072,7.0437,5.4632,4.7643,3.1327,-0.85715,-0.52665,-1.7489,0.36424,0.73991,0.79883,0.99005,-1
1.238,6.0705,4.0357,8.0973,2.7678,-0.65951,-0.79907,-1.3092,0.87648,0.43306,0.73763,0.34503,1
0.55181,4.5245,9.5352,9.9657,4.9388,-1.8207,-1.3103,-1.8078,0.61119,0.92117,0.85121,0.23921,-1
0.70723,7.0895,3.0032,8.2538,3.9751,-1.3825,-1.5117,-1.0808,0.77918,0.40514,0.36347,0.49931,1
4.9781,5.9663,9.7009,9.3052,4.0019,-1.5837,-0.84362,-1.5746,0.35666,0.89551,0.42701,0.3589,-1
2.3299,8.0513,1.6635,4.2439,3.6221,-1.4933,-0.71514,-1.4137,0.76571,0.48429,0.62928,0.41228,1
1.0147,1.6787,6.7783,4.8251,3.6932,-1.536,-1.2279,-0.92932,0.32079,0.70212,0.55052,0.53193,1
9.5423,3.9392,3.3516,4.9589,4.1856,-1.1968,-1.5462,-1.4427,0.74094,0.97932,0.73829,0.72077,-1
4.7169,6.5145,3.9735,4.8675,3.8294,-0.72282,-1.5583,-1.5483,0.75599,0.96729,0.28649,0.43779,-1
9.1936,8.7601,2.6057,3.0095,3.4115,-0.97165,-1.8463,-0.59355,0.94545,0.63398,0.10203,0.42227,-1
2.7386,0.62365,6.8247,1.8406,4.2071,-1.2584,-1.6307,-1.318,0.99918,0.14809,0.91267,0.85852,-1
6.764,7.0358,3.4725,5.2792,5.2944,-1.8386,-1.5652,-1.8906,0.91067,0.1825,0.97399,0.61735,-1
4.9433,4.7573,4.5292,4.3115,4.3633,-0.6793,-1.9453,-1.7388,0.55199,0.5198,0.79003,0.87094,-1
9.8649,1.5938,8.1925,7.9433,3.9115,-1.2545,-1.1228,-1.5343,0.55106,0.27959,0.44513,0.6319,-1
8.3035,7.2045,1.6667,2.0883,5.0324,-1.8401,-1.8295,-1.3628,0.75394,0.65319,0.6862,0.064264,-1
1.7439,0.51526,8.7542,7.3492,3.7175,-0.80581,-1.6882,-1.2235,0.24822,0.36581,0.77392,0.37836,1
2.5736,2.4736,7.8956,6.7311,3.7889,-1.6651,-0.70383,-1.4199,0.095366,0.2518,0.81328,0.9725,-1
7.6838,2.7162,6.6862,4.0208,3.2512,-0.52817,-1.9532,-0.76986,0.58522,0.19127,0.70651,0.8701,-1
1.05,5.6267,6.2423,2.459,4.009,-1.8447,-0.52778,-1.6366,0.85485,0.053409,0.38187,0.35586,1
2.4888,8.4775,7.0265,5.5588,2.9452,-1.392,-0.74731,-0.80591,0.6088,0.50966,0.62236,0.39402,-1
3.5802,3.6145,5.2832,7.5008,4.0519,-1.4778,-0.58943,-1.9847,0.60073,0.604,0.4855,0.92167,-1
9.1381,5.0644,4.7404,4.8216,4.5314,-1.4557,-1.9158,-1.1599,0.96128,0.32535,0.064031,0.73351,-1
9.854,8.0055,3.0837,5.1088,3.6983,-0.73718,-1.4166,-1.5445,0.34521,0.92366,0.62362,0.12382,-1
0.76882,5.1754,9.8627,9.7539,3.3666,-0.62079,-1.7374,-1.0085,0.7172,0.49742,0.75632,0.67497,-1
1.9645,3.5805,5.7352,4.0714,3.0638,-0.56303,-1.4139,-1.0868,0.063409,0.1366,0.67886,0.13266,1
2.9951,1.9569,4.4399,9.1002,4.9763,-1.5287,-1.6073,-1.8403,0.81193,0.21303,0.32094,0.5695,1
5.1115,1.8621,0.57526,5.8285,3.7897,-0.70497,-1.3063,-1.7784,0.71311,0.39289,0.44522,0.40708,1
1.6201,9.6342,6.7005,0.65124,2.532,-1.0233,-0.82282,-0.68597,0.34339,0.63182,0.49245,0.93752,1
9.5452,5.8665,6.8179,5.1282,3.0889,-1.2876,-1.2424,-0.55892,0.41843,0.74549,0.86049,0.41118,-1
7.5359,9.3997,2.8904,7.5552,3.6704,-1.8165,-1.1917,-0.6621,0.18633,0.84822,0.68447,0.1603,-1
0.59411,2.4884,6.4788,0.81651,3.3784,-1.809,-0.71419,-0.85524,0.47851,0.91552,0.53303,0.97608,1
4.8002,2.0328,6.905,6.833,4.7665,-1.9468,-1.3572,-1.4625,0.66871,0.43937,0.28003,0.27214,-1
2.2802,4.0548,2.3027,2.4066,5.0821,-1.8638,-1.8044,-1.4139,0.2986,0.69449,0.49355,0.87948,-1
9.2901,2.1004,2.6569,5.7321,3.2858,-1.5737,-1.1121,-0.60007,0.52975,0.38365,0.26486,0.44437,1
5.7901,1.9817,0.93188,3.2372,4.6129,-0.9007,-1.7766,-1.9355,0.20868,0.35105,0.27873,0.31672,1
9.9172,9.769,7.6846,8.0085,3.4698,-1.2021,-1.0096,-1.2582,0.39095,0.71481,0.93141,0.79392,-1
7.3508,8.624,6.0849,3.4071,4.0939,-1.2257,-0.9858,-1.8825,0.15067,0.53018,0.72409,0.28381,-1
1.9633,3.3809,9.1577,1.4578,2.9983,-0.57437,-1.8588,-0.56513,0.78487,0.77036,0.571,0.32196,1
3.1223,3.5578,9.9579,2.358,5.5823,-1.8669,-1.8389,-1.8764,0.64352,0.47348,0.81955,0.22184,1
1.0154,7.4522,2.1267,8.8268,3.2537,-0.8334,-1.5695,-0.85082,0.094227,0.31478,0.59184,0.61142,1
1.5666,2.5684,1.6419,2.1658,3.4552,-1.303,-0.94031,-1.2118,0.692,0.69893,0.72114,0.061752,1
6.2257,3.0595,4.2666,6.6595,4.6537,-1.8361,-1.1627,-1.6549,0.95986,0.50239,0.64418,0.70146,-1
4.8576,8.4136,7.3021,8.0388,2.4215,-0.7129,-0.86002,-0.84861,0.71044,0.27028,0.059923,0.91118,-1
1.6128,6.5975,9.1625,1.5517,4.6021,-1.6273,-1.4424,-1.5324,0.89186,0.29227,0.35722,0.6623,1
7.3008,1.7802,8.5981,2.3764,2.9369,-0.64455,-0.94293,-1.3494,0.92283,0.90647,0.2462,0.11839,-1
2.447,3.4777,5.8235,9.165,3.3935,-0.59554,-1.6225,-1.1755,0.41271,0.39199,0.22043,0.52832,1
9.4516,3.0139,8.7492,1.559,3.6038,-1.5478,-0.9926,-1.0633,0.13174,0.50818,0.19121,0.34628,1
9.557,2.1913,1.7567,6.2175,4.4201,-1.0487,-1.5448,-1.8267,0.22735,0.13077,0.34219,0.63026,1
9.4222,5.9146,5.99,6.3749,3.7668,-1.6406,-1.5833,-0.54294,0.47155,0.3413,0.92365,0.78374,-1
9.6971,8.388,2.205,4.7443,3.5139,-1.1955,-0.96508,-1.3533,0.45157,0.47065,0.37027,0.77199,-1
3.151,4.6373,5.9935,8.4708,1.987,-0.76248,-0.67914,-0.54535,0.91759,0.4999,0.51319,0.17207,-1
9.7876,5.7205,1.9527,3.8182,2.9624,-0.86121,-0.54759,-1.5536,0.38014,0.54323,0.5559,0.63801,1
4.6297,8.3536,8.1193,8.6008,2.9609,-1.4243,-0.89069,-0.64593,0.38327,0.2417,0.6091,0.75614,-1
6.5968,9.7826,3.766,1.6921,5.1607,-1.7328,-1.5141,-1.9138,0.095484,0.67529,0.45184,0.56882,1
0.92339,4.315,6.1208,1.2691,4.5386,-1.6824,-1.4127,-1.4434,0.15356,0.59009,0.31444,0.9334,1
2.8709,9.8835,3.2306,5.3182,1.7649,-0.57827,-0.588,-0.59864,0.72147,0.54497,0.48983,0.93993,-1
4.8848,2.4087,6.9194,3.1679,3.9448,-1.7444,-1.2839,-0.91647,0.5154,0.57232,0.40356,0.62224,-1
7.424,5.3068,9.0299,4.9711,5.0762,-1.4857,-1.8325,-1.758,0.23459,0.051655,0.15795,0.62432,1
0.5529,9.7522,6.293,9.907,3.4786,-0.94538,-1.2421,-1.2912,0.40925,0.75955,0.86091,0.10554,-1
9.084,6.9099,3.929,2.1595,2.833,-1.4424,-0.66225,-0.72842,0.80666,0.38218,0.76319,0.20836,-1
6.0017,7.8319,1.1838,9.8246,4.8902,-1.6069,-1.7762,-1.5071,0.84339,0.13136,0.76458,0.63811,-1
3.3671,0.639,9.246,8.9019,3.4459,-1.0827,-1.1893,-1.1739,0.23021,0.84026,0.75725,0.81635,-1
3.6546,4.018,9.8844,6.7382,4.0293,-1.8312,-1.4318,-0.76637,0.7926,0.3299,0.54645,0.9798,-1
4.7729,4.5255,4.8466,8.6195,4.8766,-1.9857,-1.3638,-1.5271,0.76292,0.63163,0.83582,0.076303,-1
4.341,5.4971,6.6269,1.2773,4.5462,-1.7653,-1.235,-1.5459,0.28374,0.52596,0.62102,0.13609,-1
2.7348,6.8933,2.7021,5.6438,3.6745,-1.5452,-1.3791,-0.75016,0.76962,0.081015,0.12056,0.4618,1
9.1161,5.4152,1.0378,4.2534,3.5293,-0.85501,-1.3976,-1.2767,0.23157,0.076852,0.4796,0.086039,1
4.2553,2.7001,5.5512,5.912,3.2956,-1.5769,-0.64756,-1.0712,0.1331,0.34074,0.15752,0.20783,1
2.6938,4.1978,5.6709,3.6715,3.6652,-0.84006,-1.6161,-1.2091,0.22862,0.11338,0.4361,0.57115,1
5.0212,1.6437,6.4015,7.8414,4.3707,-1.5265,-1.2631,-1.581,0.35778,0.41332,0.57218,0.79825,-1
5.3792,2.3453,7.5704,7.954,4.7869,-1.5054,-1.6385,-1.6431,0.43639,0.38328,0.47156,0.74903,-1
3.9332,9.5391,7.6943,0.99337,2.4114,-0.57877,-0.67397,-1.1587,0.55841,0.61528,0.22718,0.25592,1
8.2664,4.0586,3.5088,4.8666,2.6446,-0.81131,-0.79866,-1.0346,0.88844,0.30884,0.4743,0.8637,-1
1.0097,9.8136,5.9097,9.816,3.7364,-0.57914,-1.2235,-1.9337,0.48047,0.74829,0.75556,0.20767,-1
4.416,3.9447,1.6487,0.66195,4.1197,-1.9689,-0.97325,-1.1775,0.322,0.29963,0.3908,0.76051,1
1.4236,0.91152,5.6312,4.7606,3.8992,-0.9634,-1.7358,-1.2,0.12811,0.36372,0.95531,0.56986,-1
7.9045,8.7106,3.0693,0.67776,4.1259,-1.4943,-0.95745,-1.6742,0.728,0.069613,0.98574,0.74768,1
4.3134,6.6767,8.7383,5.0085,5.454,-1.6009,-1.932,-1.9212,0.38282,0.42731,0.4085,0.55936,-1
2.7836,0.80144,5.4819,6.5607,4.1389,-0.97805,-1.1819,-1.979,0.58526,0.78247,0.33688,0.17122,1
3.4472,6.3236,1.7385,2.91,4.2887,-1.2397,-1.1579,-1.8911,0.90876,0.38029,0.30471,0.3136,1
9.1617,1.6269,4.88,6.2798,3.2119,-0.62194,-1.8622,-0.72779,0.40125,0.43286,0.35655,0.65952,-1
5.6186,5.3849,7.5315,2.2188,4.4029,-1.4341,-1.6314,-1.3374,0.15811,0.76697,0.21313,0.8484,-1
8.779,8.2239,8.6686,7.0353,4.8093,-1.7893,-1.1676,-1.8524,0.24064,0.5928,0.40797,0.33083,-1
1.5818,1.5488,3.0891,7.7535,4.3654,-1.7467,-1.4983,-1.1204,0.67467,0.5592,0.09053,0.75833,1
8.3963,8.6607,2.1785,2.9636,4.7134,-1.4324,-1.4314,-1.8496,0.971,0.91736,0.66157,0.94407,-1
8.9889,1.0649,6.9348,3.1939,4.1536,-0.82369,-1.9636,-1.3663,0.44997,0.87166,0.36492,0.89396,1
3.2538,7.7457,0.7427,5.7381,4.6906,-1.153,-1.7752,-1.7624,0.78278,0.3854,0.43065,0.19748,1
1.8007,1.1858,1.5158,8.5761,4.2552,-1.2701,-1.9701,-1.0151,0.34115,0.62344,0.24796,0.65395,1
4.8965,0.71748,1.1094,9.0389,3.3909,-1.1042,-1.0922,-1.1945,0.72833,0.8581,0.25403,0.7249,1
1.6168,2.9392,0.81979,4.1918,3.7523,-1.4849,-1.2806,-0.98682,0.8997,0.86655,0.30392,0.07761,1
2.5357,1.6534,7.1543,7.8487,3.9513,-0.95099,-1.5958,-1.4045,0.49834,0.30086,0.24784,0.63762,1
8.4648,3.5536,1.0615,5.6022,3.4734,-1.2242,-1.0338,-1.2154,0.98775,0.24854,0.47753,0.33956,-1
9.0498,8.6178,1.8944,2.8712,3.8256,-1.3114,-0.77911,-1.7351,0.30111,0.52725,0.10756,0.1134,1
4.4179,5.5784,7.9577,6.138,3.5208,-1.7495,-0.93815,-0.83309,0.53801,0.36174,0.70157,0.32307,-1
2.6309,2.631,4.8005,3.5765,1.9836,-0.66505,-0.68997,-0.62859,0.81183,0.75497,0.82334,0.62923,-1
5.7654,8.1271,2.2136,1.067,2.9983,-0.64991,-1.39,-0.95841,0.62274,0.89745,0.66583,0.35317,-1
6.2877,0.55518,0.71163,7.0286,3.9045,-1.2787,-1.1689,-1.457,0.38994,0.4552,0.66071,0.69215,1
